BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns, Importance, Doc Id
16947,place,"Pakistan,Columbia,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Escalante,",0.00486192791701719400,FBI_14
16948,place,"Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,3131 Western Ave.,Dubai,UAE,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,",0.00481385027469899500,FBI_23
16949,place,"Chicago,Illinois,Amsterdam,Netherlands,Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,71 Voorburg straat,Kuala Lumpur,Malaysia,",person,"Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,",0.01167706119627183300,CIA_13
16950,place,"Chicago,Illinois,Los Angeles,California,",person,"R. Derwish,Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,",0.00397709394806877600,CIA_13
16951,place,"Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,",person,"Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,Abu Somad,Yazid Bafaba,",0.00015991121214418988,CIA_13
16952,place,"Los Angeles,California,",person,"Abdul al Nami,R. Derwish,Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,Abu Somad,Yazid Bafaba,Khaled Jehani,",0.00000000000000000000,CIA_13
16953,place,"Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,",0.00211396542867453700,CIA_10
16954,place,"Bahamas,Nassau,Freeport,",person,"Omar Hanif,Hanif,Wali Shakur,Jamal al Quso,Mounir Mzoudi,Omar Mahmoud Othman,Othman,Hamza al Midhar,Mamoun Zammar,",0.00198577590174345300,CIA_10
16955,place,"Bahamas,Nassau,London,UK,11 Apple St.,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,Riyad Yasser,Yasser,",0.00101972509089942250,CIA_10
16956,place,"London,UK,Afghanistan,Chicago,Illinois,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,Murad,",0.00544343102463640200,CIA_10
16957,place,"Islamabad,Afghanistan,",person,"Omar Hanif,Hanif,Yasir Salman,Jamal al Quso,Omar Mahmoud Othman,Othman,",0.00306859323426647050,CIA_10
16958,place,"Bahamas,Nassau,Freeport,11 Apple St.,",person,"Omar Hanif,Hanif,Muslih Odeh,Jamal al Quso,Omar Mahmoud Othman,Othman,",0.00076889738255952330,CIA_10
16959,place,"Bahamas,Nassau,11 Apple St.,",person,"Omar Hanif,Hanif,Muslih Odeh,Jamal al Quso,Omar Mahmoud Othman,Othman,Riyad Yasser,Yasser,",0.00148517896448596740,CIA_10
16960,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,Columbus,Ohio,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,",0.00121007321000334010,CIA_16
16961,place,"Canada,New Jersey,Chicago,Illinois,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Omar Mahmoud Othman,",0.01190018001449957700,CIA_16
16962,place,"New Jersey,Newark,Chicago,Illinois,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Riduan Sungkar,Omar Evertts,",0.01528914379805236200,CIA_16
16963,place,"New Jersey,Chicago,Illinois,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Riduan Sungkar,Omar Evertts,Omar Mahmoud Othman,",0.00960026133091173300,CIA_16
16964,place,"Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,J. T.,A. H.,M. M.,Abu Somad,Yazid Bafaba,",0.00598577463718657000,CIA_16
16965,place,"Canada,New Jersey,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Abu Somad,Yazid Bafaba,Riyad Yasser,Yasser,",0.03154548050439808000,CIA_16
16966,place,"Windsor,Ontario,Canada,Newark,Detroit,Michigan,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Abu Somad,Yazid Bafaba,",0.00079789502763275680,FBI_08
16967,place,"Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,231 12th St.,Missouri,435 Fielder Rd.,Central America,2727 Robinson Rd,",person,"Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,",0.00412560807279536600,FBI_13
16968,place,"Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,",0.00023718802531701608,FBI_19
16969,place,"Africa,Cuba,Havana,",person,"Ramundo Ortiz,Ortiz,Pyotr Safrygin,",0.00723171970895807600,CIA_14
16970,place,"Africa,Moscow,Russia,Strizi,Strizhi,",person,"Pyotr Safrygin,Safrygin,",0.01326217786459009000,CIA_34
16971,place,"Canada,New York,Paris,France,Buffalo,174 Rue Cardinet,Afghanistan,Toronto,Toronto Airport,CDG,1712 Ferry St.,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,",0.02345548737035407800,FBI_07
16972,place,"Canada,Afghanistan,Toronto,",person,"Raeed Beandali,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,",0.00407050204921052500,FBI_07
16973,place,"Canada,New York,Paris,France,Buffalo,Afghanistan,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,",0.01112317754104736500,FBI_01
16974,place,"Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Ramon,",0.01866020252985348800,FBI_19
16975,place,"Cuba,Mexico,Columbia,Piedras Negras,",person,"Ramon,Carlos,",0.01498784293576690300,FBI_37
16976,place,"Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,Victoria,",person,"Juan,Ramon,",0.00508495943687766700,FBI_38
16977,place,"Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Juan,Ramon,",0.00201134506647859860,FBI_19
16978,place,"Cuba,Mexico,Columbia,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Juan,Ramon,Carlos,",0.00233931354589590660,FBI_19
16979,place,"Texas,Mexico,Columbia,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,Juan,Ramon,",0.00320539276714023330,FBI_19
16980,place,"Canada,Paris,France,Afghanistan,Montreal,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.04768342882178345000,CIA_07
16981,place,"Canada,Afghanistan,Montreal,Chicago,Illinois,",person,"Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.03655888236936829400,CIA_07
16982,place,"Canada,Afghanistan,Chicago,Illinois,",person,"R. Derwish,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.05622950781537410700,CIA_07
16983,place,"Canada,Afghanistan,Montreal,",person,"Raeed Beandali,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.05796189345167966600,CIA_07
16984,place,"Afghanistan,Pakhtia,",person,"Yasir Salman,Badawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.12899077459461653000,CIA_07
16985,place,"Afghanistan,Chicago,Illinois,",person,"Omar Hanif,Hanif,R. Derwish,Jamal al Quso,Omar Mahmoud Othman,Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.01105040950308313700,CIA_07
16986,place,"Canada,Chicago,Illinois,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.00494871436912538800,CIA_07
16987,place,"Canada,Paris,France,Afghanistan,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.00301867696235649600,CIA_07
16988,place,"Canada,Afghanistan,",person,"Abdul al Nami,Raeed Beandali,R. Derwish,Omar Mahmoud Othman,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Abu Somad,Yazid Bafaba,Khaled Jehani,",0.05019960703172844700,CIA_07
16989,place,"Canada,New York,Paris,France,Buffalo,Montreal,Quebec,175 Rue Durocher,Walden Ave.,Schiller Park,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,",0.00328171417242854260,FBI_01
16990,place,"Canada,Montreal,Quebec,",person,"Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Riyad Yasser,Yasser,Patrick O'Malley,Patrick O'alley,O'alley,",0.01434367251511864700,FBI_01
16991,place,"Canada,New York,Paris,France,Buffalo,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,",0.00704234998677766100,FBI_01
16992,place,"New York,Paris,France,",person,"Adnan Hijazi,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,",0.02168613928220888000,FBI_01
16993,place,"New York,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,",0.00000000000000000000,FBI_35
16994,place,"Canada,Paris,France,Montreal,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Patrick O'Malley,Patrick O'alley,O'alley,",0.02278697667609434400,FBI_01
16995,place,"Canada,Paris,France,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Patrick O'Malley,Patrick O'alley,O'alley,",0.00319829634213821200,FBI_01
16996,place,"Paris,France,",person,"Adnan Hijazi,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Patrick O'Malley,Patrick O'alley,O'alley,",0.00269837591061055400,FBI_01
16997,place,"Texas,Houston,Missouri,",person,"Walter Smith,Saeed al Nami,Riyad al Taifi,",0.00224059857085716000,FBI_19
16998,place,"Texas,Kansas City,Chicago,Illinois,Missouri,2111 Troost Ave.,",person,"Walter Smith,Jamal al Quso,",0.00140732611107393260,FBI_12
16999,place,"Texas,Houston,Kansas City,Almeda-Genoa Rd,Chicago,Illinois,",person,"Khalid Shamrani,Shamrani,Walter Smith,",0.00013166769109075370,FBI_25
17000,place,"Texas,Kansas City,Chicago,Illinois,",person,"Khalid Shamrani,Shamrani,Walter Smith,Jamal al Quso,",0.00159063631800837880,FBI_25
17001,place,"Texas,Missouri,",person,"Walter Smith,Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,Jamal al Quso,",0.00157872187848963250,FBI_13
17002,place,"Canada,London,UK,Detroit,Michigan,Montreal,Toronto,Gizab,Qalat,",person,"Raeed Beandali,David Loiseau,Fahd Khadr,",0.00100908206321726770,CIA_02
17003,place,"Canada,London,UK,Montreal,",person,"Raeed Beandali,Omar Mahmoud Othman,Murad,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,",0.01788826462120213000,FBI_02
17004,place,"Canada,London,UK,Detroit,Michigan,",person,"Raeed Beandali,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,David Loiseau,Fahd Khadr,",0.00307968370020501570,FBI_08
17005,place,"Canada,London,UK,",person,"Raeed Beandali,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Murad,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,",0.00681493951723218100,FBI_08
17006,place,"Canada,Toronto,",person,"Raeed Beandali,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,David Loiseau,Fahd Khadr,",0.00148211835917019240,CIA_02
17007,place,"Canada,Montreal,",person,"Raeed Beandali,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,Patrick O'Malley,Patrick O'alley,O'alley,",0.00054371570845265150,FBI_01
17008,place,"Florida,Miami,Bahamas,Nassau,455 11th St.,Miami Beach,",person,"Muhammed Dandani,Dandani,Said Khadr,",0.00197835166997844270,FBI_40
17009,place,"Florida,Bahamas,Nassau,455 11th St.,Miami Beach,",person,"Muhammed Dandani,Dandani,Wali Shakur,Mounir Mzoudi,Omar Mahmoud Othman,Riyad Yasser,Yasser,Hamza al Midhar,Mamoun Zammar,Said Khadr,",0.00360288186401382280,FBI_35
17010,place,"Santo Domingo,Dominican Republic,Caracas,Venezuela,Cuba,Bahamas,Nassau,13 Step St.,",person,"Sufaat,Ali Sufaat,",0.01030486120769725400,CIA_38
17011,place,"Santo Domingo,Dominican Republic,Bahamas,Nassau,13 Step St.,",person,"Sufaat,Ali Sufaat,Omar Hanif,",0.00178665595325699080,CIA_38
17012,place,"London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,12 Lavender Grove,Hackney,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,",0.00006353644032981544,FBI_22
17013,place,"London,UK,Afghanistan,Heathrow Airport,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Omar Mahmoud Othman,",0.00653519082057832550,FBI_22
17014,place,"Detroit,Michigan,Afghanistan,",person,"Abdul al Nami,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,R. Derwish,Abu Somad,Yazid Bafaba,Khaled Jehani,",0.00741265024952778800,FBI_22
17015,place,"London,UK,Detroit,Michigan,Heathrow Airport,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,",0.00559784068598154100,FBI_08
17016,place,"London,UK,Heathrow Airport,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Riyad Yasser,Yasser,",0.00176737984605977400,FBI_08
17017,place,"London,UK,Afghanistan,",person,"Omar Hanif,Hanif,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Jamal al Quso,Omar Mahmoud Othman,Othman,Murad,",0.00581325293684051400,FBI_22
17018,place,"London,UK,Detroit,Michigan,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,David Loiseau,Fahd Khadr,",0.00062589021549546460,FBI_08
17019,place,"Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,",person,"Imad Dahdah,Dahdah,",0.01000694816373498000,FBI_21
17020,place,"Florida,Bahamas,Nassau,UK,Afghanistan,",person,"Omar Hanif,Hanif,Imad Dahdah,Dahdah,Omar Mahmoud Othman,",0.00182165912688563960,CIA_10
17021,place,"Florida,Bahamas,Nassau,UK,",person,"Omar Hanif,Hanif,Imad Dahdah,Dahdah,Omar Mahmoud Othman,Riyad Yasser,Yasser,",0.00498304101175280800,FBI_02
17022,place,"Bahamas,Nassau,UK,Afghanistan,",person,"Omar Hanif,Hanif,Imad Dahdah,Dahdah,Jamal al Quso,Omar Mahmoud Othman,Othman,",0.01792870583028240000,CIA_10
17023,place,"Bahamas,Nassau,UK,",person,"Omar Hanif,Hanif,Imad Dahdah,Dahdah,Jamal al Quso,Omar Mahmoud Othman,Othman,Riyad Yasser,Yasser,",0.00005537323822510961,CIA_10
17024,place,"Bahamas,Nassau,Afghanistan,",person,"Omar Hanif,Hanif,Saeed Hasham,Imad Dahdah,Dahdah,Jamal al Quso,Omar Mahmoud Othman,Othman,",0.00613003407681115600,CIA_10
17025,place,"UK,Afghanistan,",person,"Omar Hanif,Hanif,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Imad Dahdah,Dahdah,Jamal al Quso,Omar Mahmoud Othman,Othman,Murad,",0.00576644926428279600,FBI_22
17026,place,"Florida,Miami,455 11th St.,Miami Beach,",person,"Muhammed Dandani,Dandani,Jamal al Shibh,Said Khadr,",0.00181714332034975040,FBI_17
17027,place,"Florida,455 11th St.,Miami Beach,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Dandani,Jamal al Shibh,Wali Shakur,Mounir Mzoudi,Omar Mahmoud Othman,Riyad Yasser,Yasser,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,",0.00093884919343884810,FBI_35
17028,place,"Santo Domingo,Morocco,Casablanca,Afghanistan,Caribbean,The Dominican Republic,",person,"Abdellah Atmani,Atmani,",0.00115680691992826490,CIA_12
17029,place,"Santo Domingo,Afghanistan,",person,"Omar Hanif,Abdellah Atmani,Atmani,",0.00356707245731081650,CIA_12
17030,place,"Santo Domingo,Casablanca,Caribbean,",person,"Jose Escalante,Abdellah Atmani,Atmani,",0.00578097529889280900,CIA_12
17031,place,"Santo Domingo,",person,"Omar Hanif,Boris Bugarov,Abdellah Atmani,Atmani,",0.00000000000000000000,CIA_12
17032,place,"New Jersey,Newark,Detroit,Michigan,2116 27th St.,Laurel,Maryland,Baltimore,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,",0.00111920878557115870,FBI_11
17033,place,"New Jersey,2116 27th St.,Laurel,Maryland,Baltimore,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Hamza al Midhar,Mamoun Zammar,",0.00573312375146331400,FBI_11
17034,place,"New Jersey,Newark,2116 27th St.,Laurel,Maryland,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,HIjazi,",0.00204005499278657940,FBI_11
17035,place,"New Jersey,2116 27th St.,Laurel,Maryland,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,",0.00195239426573958600,FBI_35
17036,place,"New Jersey,Newark,Detroit,Michigan,Maryland,",person,"Adnan Hijazi,Hijazi,R. Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,",0.00596758537311677500,FBI_11
17037,place,"New Jersey,Newark,Maryland,",person,"Adnan Hijazi,Hijazi,R. Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,HIjazi,",0.05157959416934710500,FBI_11
17038,place,"New Jersey,Maryland,",person,"Adnan Hijazi,Hijazi,R. Derwish,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,",0.00003481454322029323,FBI_35
17039,place,"Detroit,Michigan,Maryland,",person,"Adnan Hijazi,Hijazi,Abdul al Nami,R. Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,Khaled Jehani,",0.00407814893416101400,FBI_11
17040,place,"Maryland,",person,"Adnan Hijazi,Hijazi,Abdul al Nami,R. Derwish,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,Khaled Jehani,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,",0.00052941753382867060,FBI_35
17041,place,"Newark,Detroit,Michigan,Laurel,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,",0.00351999022193438600,FBI_11
17042,place,"Newark,Laurel,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,HIjazi,",0.00042513947707571000,FBI_11
17043,place,"Laurel,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,",0.00049460299060837720,FBI_35
17044,place,"New Jersey,Newark,Detroit,Michigan,",person,"Adnan Hijazi,Hijazi,R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,",0.00466995981879327200,FBI_11
17045,place,"Newark,Detroit,Michigan,",person,"Adnan Hijazi,Hijazi,R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Abu Somad,Yazid Bafaba,",0.00062589021549546460,FBI_11
17046,place,"London,UK,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",person,"Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,",0.00603452940418079500,FBI_06
17047,place,"London,UK,Chicago,Illinois,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,Murad,Abdul Murad,Khalid S.,Quso,Jamal,",0.01120700149004311000,FBI_06
17048,place,"London,UK,",person,"Omar Hanif,Hanif,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Jamal al Quso,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Murad,Abdul Murad,Khalid S.,Quso,Jamal,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,",0.00163241956187053340,FBI_08
17049,place,"UK,",person,"Omar Hanif,Hanif,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Imad Dahdah,Dahdah,Jamal al Quso,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Murad,Abdul Murad,Khalid S.,Quso,Jamal,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,",0.00114256806267971350,FBI_08
17050,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Caribbean,Bogota,77 Avenue Francis,South and Central America,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,",0.00600341234161311000,CIA_03
17051,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Caribbean,",person,"Jose Escalante,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,",0.19220351518900353000,CIA_03
17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,",0.34551242092566440000,CIA_03
17053,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,",person,"Sufaat,Jose Escalante,Carlos Morales,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,",0.00895612288464014000,NSA_16
17054,place,"Santo Domingo,Dominican Republic,Cuba,Havana,",person,"Sufaat,Jose Escalante,Morales,Carlos Morales,Boris Bugarov,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,",0.02366735280757410000,CIA_30
17055,place,"Cuba,Columbia,",person,"Sufaat,Jose Escalante,Billy Jack Hawkins,Slade Goodman,Carlos Morales,Saeed al Nami,Riyad al Taifi,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,Juan,Ramon,Carlos,",0.02197197695790994700,NSA_16
17056,place,"Santo Domingo,Dominican Republic,Cuba,",person,"Sufaat,Ali Sufaat,Jose Escalante,Morales,Carlos Morales,Boris Bugarov,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,",0.01949743050090266600,CIA_30
17057,place,"Santo Domingo,Dominican Republic,",person,"Sufaat,Ali Sufaat,Omar Hanif,Jose Escalante,Morales,Carlos Morales,Boris Bugarov,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,",0.00089500986550458420,CIA_30
17058,place,"Santo Domingo,Caribbean,",person,"Jose Escalante,Abdellah Atmani,Atmani,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,",0.01611076162736194500,CIA_03
17059,place,"Morocco,Casablanca,Cuba,Havana,Moscow,Russia,Middle East,222 Fidel St.,Iraq,",person,"Pyotr,Boris,",0.02008887741580193000,NSA_22
17060,place,"Morocco,Casablanca,Cuba,Havana,Moscow,Russia,Middle East,",person,"Bugarov,Pyotr,Boris,",0.01967656702066199500,NSA_22
17061,place,"Cuba,Havana,Moscow,Russia,Middle East,",person,"Bugarov,Boris Bugarov,Pyotr,Boris,",0.01622634158451623000,NSA_22
17062,place,"Cuba,Havana,Middle East,",person,"Ramundo Ortiz,Ortiz,Bugarov,Boris Bugarov,Pyotr,Boris,",0.17482761311721460000,CIA_14
